time_us,throttle_a,throttle_b,duty_u,duty_v,duty_w,i_a,i_b,i_c,theta_e,omega_e
106701,0.12150264,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
106801,0.12171693,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
106901,0.12193123,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
107001,0.1221455,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
107101,0.1223598,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
107201,0.12257409,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
107301,0.12278838,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
107401,0.12300266,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
107501,0.12321696,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
107601,0.12343125,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
107701,0.12364553,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
107801,0.12385982,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
107901,0.12407412,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
108001,0.1242884,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
108101,0.12450269,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
108201,0.12471698,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
108301,0.12493128,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
108401,0.12514555,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
108501,0.12535985,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
108601,0.12557414,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
108701,0.12578842,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
108801,0.12600271,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
108901,0.12621701,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
109001,0.1264313,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
109101,0.12664558,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
109201,0.12685987,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
109301,0.12707417,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
109401,0.12728846,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
109501,0.12750274,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
109601,0.12771703,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
109701,0.12793133,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
109801,0.12814561,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
109901,0.1283599,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
110001,0.12857419,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
110101,0.12878847,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
110201,0.12900276,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
110301,0.12921706,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
110401,0.12943135,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
110501,0.12964563,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
110601,0.12985992,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
110701,0.13007422,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
110801,0.13028851,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
110901,0.13050279,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
111001,0.13071708,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
111101,0.13093138,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
111201,0.13114566,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
111301,0.13135995,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
111401,0.13157424,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
111501,0.13178852,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
111601,0.13200282,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
111701,0.13221711,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
111801,0.1324314,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
111901,0.13264568,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
112001,0.13285998,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
112101,0.13307427,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
112201,0.13328856,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
112301,0.13350284,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
112401,0.13371713,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
112501,0.13393141,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
112601,0.13414571,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
112701,0.13436,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
112801,0.13457428,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
112901,0.13478857,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
113001,0.13500287,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
113101,0.13521716,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
113201,0.13543144,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
113301,0.13564572,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
113401,0.13586003,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
113501,0.1360743,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
113601,0.1362886,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
113701,0.13650289,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
113801,0.13671717,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
113901,0.13693146,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
114001,0.13714576,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
114101,0.13736005,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
114201,0.13757433,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
114301,0.13778862,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
114401,0.13800292,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
114501,0.13821721,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
114601,0.13843149,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
114701,0.13864577,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
114801,0.13886008,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
114901,0.13907436,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
115001,0.13928865,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
115101,0.13950294,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
115201,0.13971722,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
115301,0.13993151,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
115401,0.14014581,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
115501,0.1403601,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
115601,0.14057438,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
115701,0.14078867,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
115801,0.14100297,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
115901,0.14121726,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
116001,0.14143154,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
116101,0.14164583,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
116201,0.14186013,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
116301,0.14207441,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
116401,0.1422887,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
116501,0.14250299,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
116601,0.14271727,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
116701,0.14293157,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
116801,0.14314586,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
116901,0.14336015,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
117001,0.14357443,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
117101,0.14378873,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
117201,0.14400302,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
117301,0.14421731,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
117401,0.14443159,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
117501,0.14464588,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
117601,0.14486018,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
117701,0.14507446,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
117801,0.14528875,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
117901,0.14550304,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
118001,0.14571732,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
118101,0.14593162,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
118201,0.14614591,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
118301,0.1463602,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
118401,0.14657448,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
118501,0.14678878,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
118601,0.14700307,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
118701,0.14721736,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
118801,0.14743164,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
118901,0.14764594,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
119001,0.14786023,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
119101,0.14807451,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
119201,0.1482888,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
119301,0.14850309,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
119401,0.14871737,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
119501,0.14893167,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
119601,0.14914596,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
119701,0.14936025,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
119801,0.14957453,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
119901,0.14978883,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
120001,0.15000312,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
120101,0.15021741,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
120201,0.15043169,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
120301,0.15064599,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
120401,0.15086028,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
120501,0.15107456,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
120601,0.15128885,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
120701,0.15150315,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
120801,0.15171742,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
120901,0.15193172,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
121001,0.15214601,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
121101,0.15236031,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
121201,0.15257458,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
121301,0.15278888,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
121401,0.15300317,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
121501,0.15321746,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
121601,0.15343174,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
121701,0.15364604,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
121801,0.15386033,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
121901,0.15407461,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
122001,0.1542889,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
122101,0.1545032,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
122201,0.15471748,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
122301,0.15493177,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
122401,0.15514606,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
122501,0.15536036,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
122601,0.15557463,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
122701,0.15578893,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
122801,0.15600322,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
122901,0.15621752,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
123001,0.15643179,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
123101,0.15664609,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
123201,0.15686038,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
123301,0.15707466,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
123401,0.15728895,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
123501,0.15750325,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
123601,0.15771753,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
123701,0.15793182,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
123801,0.15814611,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
123901,0.15836041,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
124001,0.15857469,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
124101,0.15878898,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
124201,0.15900327,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
124301,0.15921757,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
124401,0.15943184,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
124501,0.15964614,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
124601,0.15986043,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
124701,0.16007471,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
124801,0.160289,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
124901,0.1605033,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
125001,0.16071758,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
125101,0.16093187,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
125201,0.16114616,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
125301,0.16136046,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
125401,0.16157474,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
125501,0.16178903,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
125601,0.16200332,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
125701,0.16221762,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
125801,0.1624319,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
125901,0.16264619,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
126001,0.16286048,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
126101,0.16307476,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
126201,0.16328906,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
126301,0.16350335,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
126401,0.16371763,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
126501,0.16393192,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
126601,0.16414621,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
126701,0.16436051,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
126801,0.16457479,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
126901,0.16478908,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
127001,0.16500337,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
127101,0.16521767,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
127201,0.16543195,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
127301,0.16564624,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
127401,0.16586053,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
127501,0.16607481,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
127601,0.16628911,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
127701,0.1665034,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
127801,0.16671768,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
127901,0.16693197,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
128001,0.16714627,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
128101,0.16736056,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
128201,0.16757484,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
128301,0.16778913,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
128401,0.16800343,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
128501,0.16821772,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
128601,0.168432,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
128701,0.16864629,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
128801,0.16886058,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
128901,0.16907486,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
129001,0.16928916,0,50,49.999973,50.000027,7.9472748e-06,-7.1011564e-06,-8.4611861e-07,0,-0.0016115664
129101,0.16950345,0,50,49.999973,50.000027,7.9472766e-06,-7.1011559e-06,-8.4612066e-07,360,-0.0016115664
